date,retail_and_recreation_percent_change_from_baseline_Belize,grocery_and_pharmacy_percent_change_from_baseline_Belize,parks_percent_change_from_baseline_Belize,transit_stations_percent_change_from_baseline_Belize,workplaces_percent_change_from_baseline_Belize,residential_percent_change_from_baseline_Belize
2020-12-04,-19.25,-3.3333333333333335,-11.333333333333334,-46.666666666666664,-32.833333333333336,14.333333333333334
2020-12-05,-14.75,9.333333333333334,2.0,-42.666666666666664,-18.666666666666668,7.5
2020-12-06,-30.75,4.0,-17.333333333333332,-49.666666666666664,-28.0,8.0
2020-12-07,-10.5,-0.5,-4.0,-43.666666666666664,-29.666666666666668,11.333333333333334
2020-12-08,-12.25,-3.0,-3.0,-46.333333333333336,-35.0,12.0
2020-12-09,-17.75,-2.6666666666666665,-3.6666666666666665,-45.333333333333336,-34.5,12.333333333333334
2020-12-10,-16.5,3.3333333333333335,3.6666666666666665,-42.333333333333336,-35.166666666666664,12.666666666666666
2020-12-11,-15.0,0.6666666666666666,1.6666666666666667,-44.0,-30.833333333333332,12.333333333333334
2020-12-12,-10.75,18.0,16.0,-39.666666666666664,-15.833333333333334,5.5
2020-12-13,-25.5,13.0,1.6666666666666667,-42.333333333333336,-22.25,7.0
2020-12-14,-5.5,9.666666666666666,16.0,-42.333333333333336,-30.5,11.333333333333334
2020-12-15,-8.25,7.333333333333333,8.0,-45.666666666666664,-35.333333333333336,12.0
2020-12-16,-9.75,14.333333333333334,5.666666666666667,-41.666666666666664,-33.5,11.333333333333334
2020-12-17,-11.0,13.666666666666666,7.666666666666667,-38.333333333333336,-35.166666666666664,11.333333333333334
2020-12-18,-5.75,15.0,9.0,-37.333333333333336,-30.833333333333332,11.0
2020-12-19,0.0,32.333333333333336,30.333333333333332,-24.333333333333332,-14.2,4.0
2020-12-20,-26.5,24.0,-5.0,-42.0,-22.25,8.0
2020-12-21,5.75,25.666666666666668,24.666666666666668,-31.666666666666668,-35.0,11.333333333333334
2020-12-22,4.75,33.333333333333336,17.666666666666668,-25.0,-37.666666666666664,9.666666666666666
2020-12-23,12.5,51.0,21.333333333333332,-18.0,-35.0,9.0
2020-12-24,15.25,79.0,42.333333333333336,-11.333333333333334,-42.0,8.666666666666666
2020-12-25,-67.2,-75.66666666666667,-14.0,-78.5,-74.33333333333333,27.333333333333332
2020-12-26,-55.5,-36.0,-7.333333333333333,-62.666666666666664,-41.833333333333336,14.0
2020-12-27,-42.75,-14.0,-5.666666666666667,-50.333333333333336,-31.25,9.0
2020-12-28,-53.666666666666664,-43.0,-18.0,-68.0,-69.66666666666667,25.666666666666668
2020-12-29,-8.75,9.333333333333334,3.3333333333333335,-35.666666666666664,-40.5,12.666666666666666
2020-12-30,-9.0,21.333333333333332,4.333333333333333,-29.666666666666668,-38.0,13.0
2020-12-31,3.0,60.0,28.333333333333332,-19.666666666666668,-38.5,9.666666666666666
2021-01-01,-61.75,-56.333333333333336,-1.3333333333333333,-78.5,-70.5,24.666666666666668
2021-01-02,-36.5,-14.0,-1.3333333333333333,-49.666666666666664,-28.5,10.5
2021-01-03,-45.5,-17.0,-20.333333333333332,-48.0,-31.0,10.0
2021-01-04,-17.5,-3.3333333333333335,11.333333333333334,-41.333333333333336,-34.833333333333336,12.666666666666666
2021-01-05,-20.75,-6.5,1.6666666666666667,-46.333333333333336,-36.833333333333336,12.666666666666666
2021-01-06,-21.75,-5.333333333333333,-6.666666666666667,-45.0,-33.666666666666664,13.666666666666666
2021-01-07,-23.75,-5.333333333333333,0.0,-42.666666666666664,-35.0,13.333333333333334
2021-01-08,-25.5,-12.0,-8.0,-45.666666666666664,-31.5,13.333333333333334
2021-01-09,-23.75,2.0,3.6666666666666665,-38.666666666666664,-15.6,6.5
2021-01-10,-33.5,-1.0,-13.666666666666666,-44.666666666666664,-22.25,7.0
2021-01-11,-18.0,-9.0,-0.6666666666666666,-43.666666666666664,-28.166666666666668,10.0
2021-01-12,-25.5,-12.666666666666666,-11.0,-49.0,-35.333333333333336,11.666666666666666
2021-01-13,-26.25,-7.333333333333333,-15.0,-51.0,-34.5,9.666666666666666
2021-01-14,-19.25,10.666666666666666,-5.666666666666667,-42.333333333333336,-36.833333333333336,7.666666666666667
2021-01-15,-48.5,-38.5,-17.0,-69.66666666666667,-67.33333333333333,19.333333333333332
2021-01-16,-25.0,2.0,-6.0,-43.333333333333336,-26.333333333333332,4.5
2021-01-17,-37.5,-9.0,-7.0,-49.0,-30.5,4.0
2021-01-18,-17.25,-9.0,-1.0,-44.333333333333336,-33.166666666666664,8.0
2021-01-19,-32.25,-18.666666666666668,-19.666666666666668,-55.0,-40.333333333333336,11.333333333333334
2021-01-20,-27.75,-11.0,-13.0,-52.0,-37.666666666666664,11.0
2021-01-21,-29.75,-14.5,-14.0,-49.666666666666664,-39.0,10.666666666666666
2021-01-22,-27.25,-17.333333333333332,-9.0,-49.666666666666664,-33.333333333333336,10.666666666666666
2021-01-23,-24.75,1.3333333333333333,-0.6666666666666666,-46.0,-21.333333333333332,4.5
2021-01-24,-37.666666666666664,-7.0,-4.333333333333333,-50.0,-26.5,4.0
2021-01-25,-19.25,-13.0,1.6666666666666667,-43.333333333333336,-31.0,8.0
2021-01-26,-24.75,-11.5,-1.3333333333333333,-48.0,-37.833333333333336,9.333333333333334
2021-01-27,-25.25,-7.666666666666667,-8.0,-47.333333333333336,-34.166666666666664,9.333333333333334
2021-01-28,-24.0,-3.3333333333333335,-2.6666666666666665,-43.333333333333336,-36.166666666666664,8.666666666666666
2021-01-29,-22.25,-1.6666666666666667,-2.3333333333333335,-44.333333333333336,-34.0,7.333333333333333
2021-01-30,-17.5,15.0,14.666666666666666,-35.0,-21.0,1.0
2021-01-31,-26.75,14.0,7.666666666666667,-38.333333333333336,-27.25,0.0
2021-02-01,-8.25,1.5,10.333333333333334,-39.666666666666664,-29.333333333333332,3.3333333333333335
2021-02-02,-17.5,0.0,7.0,-44.333333333333336,-35.833333333333336,5.0
2021-02-03,-22.0,-8.666666666666666,-2.0,-50.0,-33.833333333333336,7.0
2021-02-04,-22.25,-7.666666666666667,9.666666666666666,-49.666666666666664,-35.166666666666664,8.333333333333334
2021-02-05,-18.75,-8.666666666666666,13.666666666666666,-49.0,-31.333333333333332,7.333333333333333
2021-02-06,-20.75,1.3333333333333333,20.0,-41.0,-16.2,1.5
2021-02-07,-27.5,-2.5,20.666666666666668,-47.0,-20.5,1.0
2021-02-08,-14.25,-3.3333333333333335,16.666666666666668,-43.333333333333336,-30.333333333333332,6.0
2021-02-09,-18.25,-5.666666666666667,12.666666666666666,-48.666666666666664,-35.333333333333336,7.333333333333333
2021-02-10,-20.5,-6.5,5.333333333333333,-49.333333333333336,-33.0,7.666666666666667
2021-02-11,-16.25,2.5,5.0,-45.666666666666664,-34.166666666666664,6.0
2021-02-12,-11.25,6.333333333333333,7.0,-42.0,-31.5,1.6666666666666667
2021-02-13,-5.25,19.666666666666668,24.0,-27.0,-20.0,-5.5
2021-02-14,-8.666666666666666,19.5,31.666666666666668,-33.333333333333336,-23.0,-6.0
2021-02-15,-11.75,-1.6666666666666667,4.333333333333333,-39.333333333333336,-32.833333333333336,0.6666666666666666
2021-02-16,-16.0,-1.3333333333333333,6.666666666666667,-45.333333333333336,-36.166666666666664,2.6666666666666665
2021-02-17,-17.5,-2.6666666666666665,-2.0,-42.333333333333336,-34.666666666666664,3.3333333333333335
2021-02-18,-21.0,-4.0,-1.0,-46.333333333333336,-35.0,4.333333333333333
2021-02-19,-21.0,-7.666666666666667,-3.0,-48.666666666666664,-31.666666666666668,3.6666666666666665
2021-02-20,-18.75,5.666666666666667,6.333333333333333,-40.0,-19.833333333333332,-1.5
2021-02-21,-33.0,-8.0,-11.666666666666666,-42.666666666666664,-29.0,1.0
2021-02-22,-16.5,-5.333333333333333,5.0,-42.666666666666664,-29.666666666666668,2.6666666666666665
2021-02-23,-17.0,0.6666666666666666,1.0,-46.0,-35.5,3.3333333333333335
2021-02-24,-14.75,2.3333333333333335,-0.3333333333333333,-44.666666666666664,-32.333333333333336,3.6666666666666665
2021-02-25,-16.0,8.666666666666666,5.666666666666667,-42.0,-34.666666666666664,3.0
2021-02-26,-8.25,7.333333333333333,9.666666666666666,-41.666666666666664,-29.166666666666668,1.6666666666666667
2021-02-27,-4.25,20.333333333333332,31.666666666666668,-32.0,-18.333333333333332,-4.5
2021-02-28,-17.25,15.0,28.333333333333332,-38.666666666666664,-24.25,-6.0
2021-03-01,-7.75,7.333333333333333,17.333333333333332,-36.0,-29.166666666666668,0.0
2021-03-02,-8.25,5.666666666666667,6.333333333333333,-41.0,-34.5,1.3333333333333333
2021-03-03,-10.75,0.0,8.666666666666666,-44.666666666666664,-37.833333333333336,1.3333333333333333
2021-03-04,-12.75,5.666666666666667,8.333333333333334,-40.666666666666664,-35.166666666666664,3.3333333333333335
2021-03-05,-12.75,3.0,6.0,-42.666666666666664,-31.5,2.3333333333333335
2021-03-06,-10.0,15.666666666666666,31.0,-29.666666666666668,-19.0,-5.0
2021-03-07,-12.75,16.5,32.666666666666664,-34.0,-22.25,-5.0
2021-03-08,-36.25,-32.0,13.333333333333334,-57.333333333333336,-69.5,11.666666666666666
2021-03-09,-13.5,7.0,1.6666666666666667,-37.333333333333336,-31.0,0.0
2021-03-10,-20.75,-2.0,-7.0,-43.666666666666664,-33.333333333333336,4.666666666666667
2021-03-11,-11.75,12.666666666666666,8.0,-40.666666666666664,-33.833333333333336,3.6666666666666665
2021-03-12,-9.0,11.333333333333334,6.0,-39.666666666666664,-29.833333333333332,1.3333333333333333
2021-03-13,-4.75,18.0,36.0,-27.0,-16.0,-4.5
2021-03-14,-10.75,24.0,32.0,-31.0,-19.5,-5.0
2021-03-15,-2.6666666666666665,8.0,22.333333333333332,-35.333333333333336,-27.333333333333332,0.0
2021-03-16,-8.5,9.333333333333334,17.0,-39.333333333333336,-33.166666666666664,1.3333333333333333
2021-03-17,-10.0,6.0,5.333333333333333,-41.0,-30.666666666666668,3.0
2021-03-18,-8.0,11.0,12.666666666666666,-35.333333333333336,-31.333333333333332,2.6666666666666665
2021-03-19,-6.75,11.666666666666666,7.666666666666667,-34.333333333333336,-28.166666666666668,2.0
2021-03-20,-3.25,24.333333333333332,24.333333333333332,-29.333333333333332,-13.0,-4.0
2021-03-21,-14.5,19.0,25.0,-35.0,-17.5,-4.0
2021-03-22,1.0,12.333333333333334,18.0,-32.666666666666664,-26.5,0.6666666666666666
2021-03-23,-5.5,12.333333333333334,13.666666666666666,-36.333333333333336,-31.833333333333332,1.3333333333333333
2021-03-24,-9.5,7.0,7.666666666666667,-34.666666666666664,-28.166666666666668,3.0
2021-03-25,-6.25,13.333333333333334,20.666666666666668,-35.333333333333336,-29.833333333333332,2.0
2021-03-26,-1.25,13.0,18.666666666666668,-33.333333333333336,-25.0,0.0
2021-03-27,0.75,23.333333333333332,36.0,-19.666666666666668,-13.666666666666666,-5.0
2021-03-28,-10.333333333333334,24.5,38.666666666666664,-21.0,-14.0,-5.0
2021-03-29,8.666666666666666,20.666666666666668,25.0,-27.0,-29.0,-0.6666666666666666
2021-03-30,6.25,22.0,26.666666666666668,-27.0,-31.166666666666668,-0.6666666666666666
2021-03-31,11.25,35.666666666666664,27.333333333333332,-18.333333333333332,-31.166666666666668,-1.0
2021-04-01,23.5,83.5,38.333333333333336,0.0,-34.166666666666664,-3.6666666666666665
2021-04-02,-65.75,-73.66666666666667,-11.666666666666666,-70.0,-74.83333333333333,18.666666666666668
2021-04-03,-16.25,13.666666666666666,32.333333333333336,-30.666666666666668,-37.666666666666664,-3.0
2021-04-04,-12.25,15.0,32.0,-36.0,-25.5,-6.0
2021-04-05,-38.0,-31.0,31.666666666666668,-44.333333333333336,-69.33333333333333,7.0
2021-04-06,-2.75,19.333333333333332,10.666666666666666,-27.666666666666668,-33.5,0.0
2021-04-07,-4.25,18.0,11.333333333333334,-29.333333333333332,-33.333333333333336,2.3333333333333335
2021-04-08,-5.25,14.333333333333334,18.666666666666668,-32.0,-32.0,2.3333333333333335
2021-04-09,-2.75,8.333333333333334,17.333333333333332,-32.333333333333336,-28.666666666666668,1.3333333333333333
2021-04-10,-6.25,18.0,37.666666666666664,-25.333333333333332,-13.6,-4.5
2021-04-11,-12.333333333333334,22.5,38.333333333333336,-21.5,-17.25,-5.0
2021-04-12,-2.0,13.666666666666666,18.666666666666668,-29.0,-25.166666666666668,-0.3333333333333333
2021-04-13,-1.25,19.333333333333332,15.0,-35.333333333333336,-30.166666666666668,1.0
2021-04-14,-1.5,17.333333333333332,14.333333333333334,-32.0,-29.5,1.3333333333333333
2021-04-15,-3.25,19.333333333333332,19.333333333333332,-30.666666666666668,-28.666666666666668,1.3333333333333333
2021-04-16,-0.25,14.0,23.0,-31.666666666666668,-24.166666666666668,0.3333333333333333
2021-04-17,-1.0,22.666666666666668,43.333333333333336,-23.333333333333332,-11.2,-5.0
2021-04-18,-10.75,18.0,30.333333333333332,-24.0,-20.0,-5.0
2021-04-19,-0.3333333333333333,10.666666666666666,20.333333333333332,-30.0,-25.666666666666668,-0.6666666666666666
2021-04-20,-3.25,15.0,21.333333333333332,-37.0,-28.666666666666668,0.6666666666666666
2021-04-21,-3.75,11.666666666666666,13.0,-36.333333333333336,-29.0,1.6666666666666667
2021-04-22,-7.5,12.666666666666666,16.333333333333332,-32.666666666666664,-28.666666666666668,1.3333333333333333
2021-04-23,-1.0,11.333333333333334,22.333333333333332,-29.666666666666668,-24.333333333333332,0.6666666666666666
2021-04-24,-1.5,17.0,41.0,-27.333333333333332,-13.833333333333334,-4.0
2021-04-25,-12.0,22.5,39.333333333333336,-21.5,-15.75,-5.0
2021-04-26,-2.25,13.0,28.0,-31.333333333333332,-24.5,0.0
2021-04-27,-2.5,14.333333333333334,22.333333333333332,-34.666666666666664,-28.666666666666668,0.6666666666666666
2021-04-28,-2.5,17.0,14.333333333333334,-31.0,-27.666666666666668,1.0
2021-04-29,0.0,21.333333333333332,25.333333333333332,-30.666666666666668,-28.666666666666668,1.0
2021-04-30,8.25,30.333333333333332,39.0,-28.333333333333332,-22.666666666666668,-2.0
2021-05-01,-9.75,15.333333333333334,46.666666666666664,-25.666666666666668,-27.833333333333332,-3.5
2021-05-02,-5.333333333333333,30.0,42.666666666666664,-17.5,-17.75,-6.0
2021-05-03,11.333333333333334,25.0,35.666666666666664,-26.333333333333332,-27.0,-1.3333333333333333
2021-05-04,3.25,20.5,30.0,-28.333333333333332,-29.166666666666668,-1.0
2021-05-05,1.0,15.0,16.0,-30.0,-28.833333333333332,0.0
2021-05-06,-0.25,20.333333333333332,23.0,-28.0,-28.666666666666668,0.0
2021-05-07,7.5,22.333333333333332,41.333333333333336,-27.666666666666668,-26.0,-1.0
2021-05-08,10.0,37.666666666666664,51.0,-13.0,-7.4,-6.0
2021-05-09,3.0,36.5,49.333333333333336,-18.0,-8.5,-8.0
2021-05-10,9.666666666666666,20.666666666666668,41.666666666666664,-28.666666666666668,-24.833333333333332,-2.0
2021-05-11,0.5,20.333333333333332,33.666666666666664,-33.333333333333336,-27.666666666666668,-0.6666666666666666
2021-05-12,1.25,16.333333333333332,27.0,-29.666666666666668,-25.833333333333332,0.3333333333333333
2021-05-13,3.0,28.333333333333332,35.333333333333336,-27.0,-26.666666666666668,0.0
2021-05-14,7.5,23.0,36.0,-23.666666666666668,-25.5,-1.3333333333333333
2021-05-15,4.5,30.0,57.0,-15.333333333333334,-12.5,-6.0
2021-05-16,-4.666666666666667,32.0,43.0,-19.0,-18.25,-7.0
2021-05-17,10.0,23.0,45.333333333333336,-28.666666666666668,-25.666666666666668,-1.0
2021-05-18,1.0,20.666666666666668,32.0,-27.0,-25.666666666666668,-0.6666666666666666
2021-05-19,-0.5,18.333333333333332,28.333333333333332,-29.666666666666668,-25.5,0.6666666666666666
2021-05-20,1.75,20.666666666666668,36.0,-27.666666666666668,-24.666666666666668,0.6666666666666666
2021-05-21,4.5,16.0,33.666666666666664,-30.666666666666668,-23.5,1.3333333333333333
2021-05-22,2.75,29.0,61.0,-14.0,-9.8,-4.5
2021-05-23,-7.0,27.5,34.0,-20.0,-13.75,-3.0
2021-05-24,-29.666666666666668,-21.0,27.0,-50.333333333333336,-65.83333333333333,11.0
2021-05-25,5.75,26.333333333333332,36.333333333333336,-26.0,-23.666666666666668,-1.3333333333333333
2021-05-26,7.0,22.666666666666668,32.0,-25.333333333333332,-23.0,0.0
2021-05-27,12.5,26.666666666666668,47.666666666666664,-21.0,-23.0,-0.3333333333333333
2021-05-28,17.5,33.0,55.666666666666664,-23.0,-19.666666666666668,-3.0
2021-05-29,16.75,41.666666666666664,75.66666666666667,-11.0,-8.0,-7.5
2021-05-30,6.666666666666667,40.0,63.333333333333336,-7.0,-19.75,-6.0
2021-05-31,24.0,33.666666666666664,48.0,-20.666666666666668,-21.0,-3.6666666666666665
2021-06-01,15.5,30.666666666666668,53.0,-20.333333333333332,-23.333333333333332,-3.0
2021-06-02,12.5,27.666666666666668,40.333333333333336,-21.333333333333332,-22.333333333333332,-2.0
2021-06-03,15.25,28.333333333333332,49.0,-20.666666666666668,-23.0,-2.6666666666666665
2021-06-04,15.0,28.0,57.333333333333336,-21.0,-18.833333333333332,-3.6666666666666665
2021-06-05,11.0,35.333333333333336,76.33333333333333,-11.333333333333334,-7.2,-7.5
2021-06-06,7.666666666666667,37.0,59.0,-8.0,-17.25,-7.0
2021-06-07,19.666666666666668,25.666666666666668,41.5,-19.666666666666668,-20.166666666666668,-3.3333333333333335
2021-06-08,14.0,28.333333333333332,52.333333333333336,-23.0,-21.833333333333332,-2.6666666666666665
2021-06-09,12.0,24.666666666666668,41.0,-24.0,-23.0,-1.3333333333333333
2021-06-10,11.75,27.333333333333332,47.666666666666664,-22.333333333333332,-21.333333333333332,-2.0
2021-06-11,11.25,21.333333333333332,43.333333333333336,-25.333333333333332,-20.0,-1.6666666666666667
2021-06-12,2.75,28.666666666666668,62.333333333333336,-12.666666666666666,-9.2,-5.5
2021-06-13,-4.333333333333333,22.5,37.0,-19.0,-20.0,-4.0
2021-06-14,15.666666666666666,26.666666666666668,47.666666666666664,-21.333333333333332,-20.833333333333332,-2.0
2021-06-15,14.5,34.333333333333336,50.0,-20.333333333333332,-22.833333333333332,-2.6666666666666665
2021-06-16,14.0,29.333333333333332,40.666666666666664,-22.666666666666668,-22.833333333333332,-3.0
2021-06-17,11.0,28.0,40.666666666666664,-19.666666666666668,-26.333333333333332,-3.3333333333333335
2021-06-18,16.25,23.666666666666668,47.666666666666664,-21.666666666666668,-23.166666666666668,-3.6666666666666665
2021-06-19,10.0,31.333333333333332,65.33333333333333,-10.0,-11.6,-8.0
2021-06-20,9.333333333333334,37.0,52.666666666666664,-10.0,-17.25,-9.0
2021-06-21,13.333333333333334,19.0,43.666666666666664,-23.0,-25.833333333333332,-3.3333333333333335
2021-06-22,12.0,22.0,42.333333333333336,-24.0,-26.666666666666668,-3.0
2021-06-23,11.5,19.0,32.0,-23.333333333333332,-26.5,-2.3333333333333335
2021-06-24,14.25,27.666666666666668,47.666666666666664,-16.666666666666668,-27.166666666666668,-3.0
2021-06-25,14.75,24.333333333333332,50.666666666666664,-18.333333333333332,-23.666666666666668,-4.333333333333333
2021-06-26,10.5,33.0,68.33333333333333,-12.333333333333334,-12.8,-8.0
2021-06-27,8.0,32.0,51.333333333333336,-3.5,-23.0,-8.0
2021-06-28,16.333333333333332,25.0,48.666666666666664,-16.666666666666668,-26.5,-4.0
2021-06-29,6.75,23.0,35.333333333333336,-26.333333333333332,-31.333333333333332,-1.6666666666666667
2021-06-30,14.0,31.666666666666668,36.333333333333336,-16.0,-27.5,-1.6666666666666667
2021-07-01,13.75,33.0,49.333333333333336,-12.333333333333334,-27.833333333333332,-1.6666666666666667
2021-07-02,15.25,29.0,47.666666666666664,-19.0,-24.5,-2.3333333333333335
2021-07-03,9.75,32.666666666666664,67.0,-7.0,-12.2,-5.5
2021-07-04,6.0,37.0,49.666666666666664,-0.5,-21.25,-6.0
2021-07-05,19.333333333333332,26.666666666666668,51.333333333333336,-14.666666666666666,-26.833333333333332,-2.0
2021-07-06,15.5,33.0,48.0,-19.0,-26.5,-2.3333333333333335
2021-07-07,14.0,26.666666666666668,45.666666666666664,-15.0,-27.5,-1.3333333333333333
2021-07-08,13.75,29.666666666666668,57.666666666666664,-14.666666666666666,-28.833333333333332,-0.6666666666666666
2021-07-09,13.0,24.666666666666668,51.333333333333336,-19.333333333333332,-24.833333333333332,-1.6666666666666667
2021-07-10,9.5,30.0,64.66666666666667,-12.333333333333334,-12.0,-6.5
2021-07-11,5.0,26.0,52.333333333333336,-5.5,-20.5,-6.0
2021-07-12,15.666666666666666,25.666666666666668,54.666666666666664,-17.666666666666668,-27.166666666666668,-2.0
2021-07-13,9.75,31.666666666666668,40.666666666666664,-20.333333333333332,-29.5,-1.0
2021-07-14,12.0,27.0,29.666666666666668,-18.333333333333332,-29.0,0.3333333333333333
2021-07-15,15.75,36.0,54.666666666666664,-14.666666666666666,-27.333333333333332,-2.3333333333333335
2021-07-16,17.75,33.333333333333336,50.333333333333336,-17.0,-24.833333333333332,-2.6666666666666665
2021-07-17,11.25,36.666666666666664,65.0,-5.666666666666667,-13.2,-6.5
2021-07-18,0.6666666666666666,29.0,30.333333333333332,-3.5,-24.25,-5.0
2021-07-19,20.0,31.0,53.333333333333336,-14.666666666666666,-27.5,-1.3333333333333333
2021-07-20,14.5,34.333333333333336,41.0,-22.0,-28.0,-1.3333333333333333
2021-07-21,15.75,26.333333333333332,42.0,-17.333333333333332,-27.333333333333332,-1.0
2021-07-22,15.75,28.666666666666668,50.666666666666664,-17.666666666666668,-27.166666666666668,-1.3333333333333333
2021-07-23,15.25,27.0,51.0,-18.666666666666668,-23.0,-2.3333333333333335
2021-07-24,10.0,32.0,59.333333333333336,-9.666666666666666,-11.0,-5.5
2021-07-25,8.0,33.0,50.0,-0.5,-20.0,-7.0
2021-07-26,20.0,28.333333333333332,49.0,-13.333333333333334,-26.5,-1.6666666666666667
2021-07-27,18.5,33.333333333333336,51.666666666666664,-18.666666666666668,-26.5,-1.6666666666666667
2021-07-28,15.5,26.0,38.333333333333336,-16.333333333333332,-26.666666666666668,-1.0
2021-07-29,18.75,35.333333333333336,52.0,-12.0,-27.833333333333332,-1.3333333333333333
2021-07-30,23.75,40.0,54.666666666666664,-10.666666666666666,-23.666666666666668,-4.0
2021-07-31,14.25,39.666666666666664,50.666666666666664,-6.666666666666667,-12.2,-6.5
2021-08-01,12.333333333333334,38.5,55.0,0.5,-18.25,-7.0
2021-08-02,-16.666666666666668,-11.0,39.666666666666664,-42.666666666666664,-66.16666666666667,9.333333333333334
2021-08-03,26.75,43.666666666666664,49.0,-6.333333333333333,-26.0,-3.3333333333333335
2021-08-04,16.25,31.333333333333332,38.666666666666664,-11.0,-28.666666666666668,-3.3333333333333335
2021-08-05,16.75,27.0,44.666666666666664,-14.666666666666666,-28.666666666666668,-0.6666666666666666
2021-08-06,14.5,22.0,39.666666666666664,-17.333333333333332,-24.166666666666668,-1.3333333333333333
2021-08-07,9.25,30.666666666666668,49.666666666666664,-10.666666666666666,-11.4,-4.5
2021-08-08,7.333333333333333,35.5,43.666666666666664,-6.0,-19.5,-6.0
2021-08-09,20.666666666666668,25.0,48.333333333333336,-14.333333333333334,-25.5,-2.0
2021-08-10,18.0,31.333333333333332,45.666666666666664,-16.333333333333332,-24.333333333333332,-2.3333333333333335
2021-08-11,16.0,24.0,31.666666666666668,-14.333333333333334,-24.833333333333332,-0.3333333333333333
2021-08-12,16.75,33.666666666666664,43.333333333333336,-15.333333333333334,-26.5,-1.3333333333333333
2021-08-13,16.5,32.666666666666664,45.0,-16.0,-23.5,-1.6666666666666667
2021-08-14,14.5,42.333333333333336,50.666666666666664,-2.3333333333333335,-12.2,-6.5
2021-08-15,9.0,43.0,48.333333333333336,-1.5,-23.0,-6.0
2021-08-16,19.333333333333332,27.333333333333332,41.0,-16.0,-25.5,-1.3333333333333333
2021-08-17,15.0,31.0,42.0,-21.333333333333332,-26.666666666666668,-1.3333333333333333
2021-08-18,11.25,25.0,31.333333333333332,-18.333333333333332,-24.833333333333332,-0.3333333333333333
2021-08-19,6.25,25.0,33.333333333333336,-17.0,-26.5,0.3333333333333333
