date,retail_and_recreation_percent_change_from_baseline_Jamaica,grocery_and_pharmacy_percent_change_from_baseline_Jamaica,parks_percent_change_from_baseline_Jamaica,transit_stations_percent_change_from_baseline_Jamaica,workplaces_percent_change_from_baseline_Jamaica,residential_percent_change_from_baseline_Jamaica
2021-08-07,-4.666666666666667,12.444444444444445,14.5,-2.2,-18.5,-7.25
2021-08-08,-33.625,-15.6,-20.444444444444443,-21.2,-29.142857142857142,-2.2
2021-08-09,-2.5555555555555554,8.444444444444445,-11.666666666666666,2.0,-27.933333333333334,-4.888888888888889
2021-08-10,-5.888888888888889,8.88888888888889,-13.833333333333334,5.0,-30.0,-5.444444444444445
2021-08-11,-9.777777777777779,5.0,-19.0,4.6,-31.0,-3.875
2021-08-12,-13.0,1.5555555555555556,-19.833333333333332,1.6,-30.0,-3.6666666666666665
2021-08-13,-16.1,-0.1111111111111111,-8.625,-4.0,-28.4,-1.5
2021-08-14,-15.3,-1.1111111111111112,-2.625,-5.8,-20.285714285714285,-6.0
2021-08-15,-39.125,-15.0,-29.11111111111111,-25.166666666666668,-30.857142857142858,0.0
2021-08-16,-7.888888888888889,3.4444444444444446,-11.5,2.0,-30.666666666666668,-4.0
2021-08-17,-33.666666666666664,-21.0,-36.8,-27.333333333333332,-42.733333333333334,-1.1111111111111112
2021-08-18,-19.125,-4.0,-29.166666666666668,0.0,-36.93333333333333,-4.75
2021-08-19,-14.75,0.3333333333333333,-19.166666666666668,-2.6,-31.133333333333333,-3.375
2021-08-20,-11.0,22.88888888888889,-1.875,-3.0,-28.4,-2.75
2021-08-21,-11.666666666666666,18.0,-2.5,-2.0,-18.428571428571427,-8.0
2021-08-22,-84.125,-88.6,-72.0,-54.2,-57.285714285714285,11.2
2021-08-23,-85.55555555555556,-90.75,-69.375,-59.6,-75.8,23.5
2021-08-24,-82.55555555555556,-89.0,-65.55555555555556,-60.2,-75.2,21.0
2021-08-25,4.777777777777778,32.125,-7.0,6.0,-29.533333333333335,-6.444444444444445
2021-08-26,-23.25,-3.7777777777777777,-22.875,-14.4,-39.4,3.125
2021-08-27,-23.7,0.4444444444444444,-20.25,-14.8,-35.06666666666667,3.25
2021-08-28,-7.0,22.88888888888889,6.0,3.0,-17.571428571428573,-7.625
2021-08-29,-79.125,-83.66666666666667,-66.125,-56.333333333333336,-52.857142857142854,9.6
2021-08-30,-82.44444444444444,-88.5,-65.5,-62.5,-73.06666666666666,21.0
2021-08-31,-81.88888888888889,-86.75,-63.22222222222222,-58.8,-72.73333333333333,20.5
2021-09-01,8.555555555555555,31.142857142857142,-6.333333333333333,10.8,-28.933333333333334,-6.888888888888889
2021-09-02,-0.4444444444444444,26.625,-11.333333333333334,2.6,-28.466666666666665,-5.333333333333333
2021-09-03,-9.0,18.88888888888889,-4.0,-3.4,-27.933333333333334,-3.3333333333333335
2021-09-04,-4.444444444444445,24.77777777777778,4.5,1.8,-16.285714285714285,-8.375
2021-09-05,-77.875,-81.83333333333333,-66.3,-52.0,-50.142857142857146,9.0
2021-09-06,-80.44444444444444,-86.5,-63.25,-63.833333333333336,-73.13333333333334,20.875
2021-09-07,-79.22222222222223,-86.75,-62.888888888888886,-63.5,-70.86666666666666,19.625
2021-09-08,5.333333333333333,32.625,-11.333333333333334,3.2,-27.6,-6.222222222222222
2021-09-09,-4.111111111111111,14.625,-19.666666666666668,-1.2,-28.733333333333334,-4.555555555555555
2021-09-10,-11.9,11.444444444444445,-7.875,-7.0,-27.266666666666666,-1.875
2021-09-11,-4.0,22.666666666666668,4.5,-0.6,-15.857142857142858,-8.375
2021-09-12,-75.625,-80.16666666666667,-64.2,-54.166666666666664,-49.07142857142857,8.2
2021-09-13,-78.11111111111111,-85.125,-60.0,-63.166666666666664,-70.53333333333333,19.375
2021-09-14,-77.33333333333333,-84.25,-60.0,-61.4,-70.53333333333333,18.25
2021-09-15,2.4444444444444446,27.875,-14.666666666666666,0.2,-29.466666666666665,-5.0
2021-09-16,-9.88888888888889,6.875,-18.714285714285715,-4.6,-30.4,-2.5
2021-09-17,-12.0,6.222222222222222,-10.0,-10.6,-28.8,-1.375
2021-09-18,-10.11111111111111,13.0,-4.25,-7.2,-18.857142857142858,-6.75
2021-09-19,-76.5,-80.8,-65.125,-54.0,-50.42857142857143,9.8
2021-09-20,-9.444444444444445,0.1111111111111111,-25.0,-9.666666666666666,-30.066666666666666,-1.8888888888888888
2021-09-21,-13.222222222222221,-3.4444444444444446,-25.166666666666668,-11.666666666666666,-30.733333333333334,-0.5
2021-09-22,-11.222222222222221,0.75,-23.5,-5.333333333333333,-28.333333333333332,-1.125
2021-09-23,-12.11111111111111,2.4444444444444446,-24.833333333333332,-7.2,-28.866666666666667,-1.375
2021-09-24,-9.4,8.333333333333334,-6.875,-8.0,-25.0,-2.25
2021-09-25,-7.222222222222222,13.222222222222221,2.25,-5.6,-18.5,-8.0
2021-09-26,-73.375,-79.2,-61.125,-54.5,-46.142857142857146,7.4
2021-09-27,-6.333333333333333,4.777777777777778,-21.666666666666668,-7.666666666666667,-27.733333333333334,-2.5555555555555554
2021-09-28,-10.444444444444445,3.0,-26.5,-6.666666666666667,-29.4,-2.888888888888889
2021-09-29,-9.444444444444445,3.375,-26.333333333333332,-1.6666666666666667,-29.0,-2.25
2021-09-30,-11.444444444444445,1.125,-24.833333333333332,-3.6,-28.533333333333335,-3.0
2021-10-01,-11.9,3.888888888888889,-10.625,-9.2,-25.466666666666665,-2.111111111111111
2021-10-02,-9.555555555555555,11.0,-0.5,-4.8,-18.928571428571427,-6.875
2021-10-03,-74.625,-80.8,-63.375,-58.0,-48.142857142857146,7.4
2021-10-04,-8.11111111111111,2.6666666666666665,-20.666666666666668,-7.0,-27.733333333333334,-3.3333333333333335
2021-10-05,-17.0,-6.777777777777778,-31.0,-12.0,-31.333333333333332,0.125
2021-10-06,-11.555555555555555,2.4444444444444446,-22.833333333333332,-6.2,-28.733333333333334,-1.875
2021-10-07,-12.333333333333334,0.3333333333333333,-20.666666666666668,-4.6,-27.666666666666668,-2.3333333333333335
2021-10-08,-12.7,2.7777777777777777,-5.625,-8.4,-24.4,-1.875
2021-10-09,-9.777777777777779,10.0,2.0,-6.6,-17.0,-7.0
2021-10-10,-73.125,-79.8,-59.375,-54.833333333333336,-46.857142857142854,7.0
2021-10-11,-6.444444444444445,4.0,-18.666666666666668,-3.1666666666666665,-26.333333333333332,-2.7777777777777777
2021-10-12,-12.11111111111111,0.1111111111111111,-22.0,-5.666666666666667,-27.133333333333333,-3.111111111111111
2021-10-13,-11.88888888888889,2.6666666666666665,-24.333333333333332,-4.2,-27.2,-3.0
2021-10-14,-10.777777777777779,3.3333333333333335,-21.666666666666668,-0.8,-26.666666666666668,-3.4444444444444446
2021-10-15,-10.3,5.444444444444445,-4.875,-4.4,-24.8,-2.7777777777777777
2021-10-16,-6.222222222222222,17.0,4.625,-1.8,-16.928571428571427,-7.875
2021-10-17,-72.25,-78.6,-58.5,-54.166666666666664,-46.357142857142854,6.4
2021-10-18,-80.44444444444444,-89.375,-60.625,-65.33333333333333,-78.46666666666667,22.875
2021-10-19,-2.0,18.375,-16.166666666666668,-3.4,-27.0,-5.0
2021-10-20,-7.888888888888889,7.125,-26.0,-3.0,-27.066666666666666,-3.111111111111111
2021-10-21,-7.333333333333333,7.875,-22.5,-1.0,-25.533333333333335,-3.5555555555555554
2021-10-22,-6.0,10.555555555555555,-4.375,-3.0,-23.666666666666668,-3.4444444444444446
2021-10-23,-5.444444444444445,14.666666666666666,4.0,-1.4,-15.428571428571429,-7.375
2021-10-24,-69.0,-78.4,-59.0,-52.0,-45.357142857142854,6.8
2021-10-25,-2.6666666666666665,8.666666666666666,-17.666666666666668,-2.3333333333333335,-25.2,-3.6666666666666665
2021-10-26,-6.888888888888889,7.444444444444445,-21.0,-1.8333333333333333,-26.266666666666666,-3.111111111111111
2021-10-27,-5.888888888888889,10.125,-24.285714285714285,-3.0,-25.8,-3.888888888888889
2021-10-28,-5.666666666666667,8.0,-16.0,1.0,-24.733333333333334,-3.6666666666666665
2021-10-29,-6.3,9.0,0.375,-2.8,-22.2,-3.2222222222222223
2021-10-30,-1.2222222222222223,15.88888888888889,4.5,-0.4,-14.5,-7.375
2021-10-31,-21.0,-5.6,-11.333333333333334,-21.6,-25.928571428571427,-1.8
2021-11-01,-6.0,3.6666666666666665,-16.5,-4.166666666666667,-25.6,-3.3333333333333335
2021-11-02,-8.666666666666666,4.444444444444445,-18.833333333333332,-0.6666666666666666,-26.0,-3.0
2021-11-03,-6.888888888888889,9.0,-24.571428571428573,-0.2,-25.8,-3.888888888888889
2021-11-04,-7.333333333333333,8.0,-17.0,-1.2,-24.733333333333334,-3.7777777777777777
2021-11-05,-7.6,7.666666666666667,-6.625,-4.4,-21.466666666666665,-3.2222222222222223
2021-11-06,-3.4444444444444446,14.555555555555555,0.75,-4.4,-14.357142857142858,-7.125
2021-11-07,-18.625,-2.8,-8.444444444444445,-16.0,-22.928571428571427,-2.4
2021-11-08,-9.0,1.4444444444444444,-16.333333333333332,-3.6666666666666665,-25.866666666666667,-2.111111111111111
2021-11-09,-8.11111111111111,5.222222222222222,-21.333333333333332,-6.333333333333333,-25.0,-3.4444444444444446
2021-11-10,-7.111111111111111,7.125,-19.833333333333332,-1.8,-24.466666666666665,-3.25
2021-11-11,-7.555555555555555,6.0,-18.666666666666668,-1.2,-22.866666666666667,-3.4444444444444446
2021-11-12,-8.0,6.888888888888889,-5.375,-4.2,-20.333333333333332,-3.2222222222222223
2021-11-13,-2.3333333333333335,13.666666666666666,0.7142857142857143,-1.0,-11.857142857142858,-6.625
2021-11-14,-13.25,-2.0,-13.5,-15.0,-20.785714285714285,-2.4
2021-11-15,-4.0,4.888888888888889,-15.5,-4.166666666666667,-22.6,-3.7777777777777777
2021-11-16,-6.444444444444445,5.888888888888889,-19.166666666666668,-5.833333333333333,-23.0,-3.6666666666666665
2021-11-17,-4.666666666666667,8.875,-17.333333333333332,-1.2,-23.0,-4.222222222222222
2021-11-18,-4.222222222222222,9.75,-18.166666666666668,-2.0,-22.466666666666665,-4.444444444444445
2021-11-19,-4.0,8.777777777777779,-4.125,-10.8,-19.133333333333333,-3.5555555555555554
2021-11-20,-1.6666666666666667,14.11111111111111,0.5714285714285714,-9.8,-12.5,-7.5
2021-11-21,-15.142857142857142,2.6,-6.25,-26.0,-19.571428571428573,-3.4
2021-11-22,-3.2222222222222223,6.444444444444445,-13.5,-7.5,-21.266666666666666,-3.5555555555555554
2021-11-23,-5.444444444444445,6.888888888888889,-19.0,-5.166666666666667,-21.6,-3.3333333333333335
2021-11-24,-2.5555555555555554,11.625,-15.833333333333334,-4.6,-21.266666666666666,-3.7777777777777777
2021-11-25,3.0,18.375,-12.833333333333334,-6.2,-22.666666666666668,-4.777777777777778
2021-11-26,2.6666666666666665,21.555555555555557,3.375,-4.6,-18.666666666666668,-4.666666666666667
2021-11-27,4.625,25.555555555555557,8.571428571428571,-4.6,-8.5,-9.125
2021-11-28,-5.857142857142857,14.2,0.25,-20.6,-16.928571428571427,-4.2
2021-11-29,2.4444444444444446,12.333333333333334,-13.0,-4.166666666666667,-19.4,-4.222222222222222
2021-11-30,0.2222222222222222,15.125,-13.333333333333334,-2.8333333333333335,-20.4,-4.666666666666667
2021-12-01,-1.1111111111111112,14.875,-15.666666666666666,1.6,-20.266666666666666,-5.0
2021-12-02,-2.888888888888889,13.875,-13.666666666666666,-0.6,-18.8,-4.444444444444445
2021-12-03,-3.5555555555555554,14.777777777777779,0.375,-2.8,-15.933333333333334,-3.6666666666666665
2021-12-04,-1.1111111111111112,16.666666666666668,1.625,-4.4,-10.357142857142858,-7.625
2021-12-05,-10.571428571428571,9.8,-4.75,-15.4,-17.642857142857142,-4.0
2021-12-06,1.8888888888888888,14.444444444444445,-8.5,2.6666666666666665,-17.733333333333334,-4.444444444444445
2021-12-07,-0.3333333333333333,14.555555555555555,-9.833333333333334,-3.4,-17.866666666666667,-4.888888888888889
2021-12-08,2.0,16.75,-9.333333333333334,5.6,-17.733333333333334,-4.666666666666667
2021-12-09,0.1111111111111111,15.875,-10.5,6.4,-15.533333333333333,-4.888888888888889
2021-12-10,-1.7777777777777777,16.0,2.625,2.6,-13.8,-4.777777777777778
2021-12-11,1.75,20.444444444444443,10.142857142857142,5.6,-5.571428571428571,-8.125
2021-12-12,-2.857142857142857,15.8,0.25,-5.6,-11.785714285714286,-4.6
2021-12-13,6.555555555555555,18.11111111111111,-7.833333333333333,9.833333333333334,-16.4,-4.555555555555555
2021-12-14,4.888888888888889,20.75,-10.333333333333334,3.2,-17.333333333333332,-4.777777777777778
2021-12-15,9.222222222222221,27.625,-7.0,15.0,-17.133333333333333,-5.333333333333333
2021-12-16,8.666666666666666,27.5,-8.166666666666666,13.2,-16.4,-5.444444444444445
2021-12-17,6.111111111111111,24.0,9.75,12.6,-14.2,-5.888888888888889
2021-12-18,11.375,30.77777777777778,17.285714285714285,16.8,-3.642857142857143,-10.625
2021-12-19,6.333333333333333,34.4,3.857142857142857,7.2,-3.1538461538461537,-6.6
2021-12-20,20.11111111111111,35.875,6.0,20.833333333333332,-19.333333333333332,-6.111111111111111
2021-12-21,24.22222222222222,48.5,8.666666666666666,20.2,-20.2,-6.777777777777778
2021-12-22,31.0,62.57142857142857,11.166666666666666,33.2,-20.666666666666668,-7.777777777777778
2021-12-23,35.875,70.14285714285714,17.833333333333332,34.8,-20.0,-9.444444444444445
2021-12-24,37.666666666666664,79.28571428571429,23.333333333333332,24.6,-23.266666666666666,-8.11111111111111
2021-12-25,-51.54545454545455,-63.75,-32.57142857142857,-26.833333333333332,-56.857142857142854,-0.5714285714285714
2021-12-26,-9.142857142857142,-7.2,3.7142857142857144,-13.0,-21.142857142857142,-4.4
2021-12-27,-27.666666666666668,-48.25,-14.666666666666666,-30.0,-69.26666666666667,9.625
2021-12-28,21.5,42.25,6.0,6.4,-27.333333333333332,-4.888888888888889
2021-12-29,19.0,35.125,3.3333333333333335,15.2,-27.533333333333335,-3.5555555555555554
2021-12-30,19.11111111111111,34.625,11.0,14.2,-25.933333333333334,-3.5555555555555554
2021-12-31,19.0,48.125,11.666666666666666,9.8,-23.133333333333333,-4.333333333333333
2022-01-01,-37.0,-61.0,-20.714285714285715,-25.0,-50.285714285714285,2.2857142857142856
2022-01-02,-4.571428571428571,14.0,0.0,-5.8,-17.0,-3.4
2022-01-03,11.88888888888889,25.75,-6.333333333333333,9.166666666666666,-19.533333333333335,-3.2222222222222223
2022-01-04,5.0,21.5,-8.666666666666666,3.8,-19.4,-3.3333333333333335
2022-01-05,4.333333333333333,20.625,-10.333333333333334,8.8,-19.8,-2.7777777777777777
2022-01-06,1.7777777777777777,16.625,-10.666666666666666,4.2,-18.0,-1.8888888888888888
2022-01-07,-5.444444444444445,12.333333333333334,-2.875,-4.2,-17.066666666666666,-0.1111111111111111
2022-01-08,-2.0,18.22222222222222,1.8571428571428572,0.2,-9.0,-3.5
2022-01-09,-12.714285714285714,8.2,-7.875,-9.0,-14.857142857142858,-0.2
2022-01-10,2.3333333333333335,16.77777777777778,-8.5,7.0,-16.933333333333334,-2.4444444444444446
2022-01-11,-0.8888888888888888,14.0,-10.0,-3.8,-16.933333333333334,-2.7777777777777777
2022-01-12,-2.4444444444444446,13.0,-11.333333333333334,3.8,-17.2,-1.6666666666666667
2022-01-13,-2.5555555555555554,12.375,-10.833333333333334,-0.4,-15.533333333333333,-1.7777777777777777
2022-01-14,-4.444444444444445,11.88888888888889,5.5,-3.8,-13.2,0.2222222222222222
2022-01-15,-1.2222222222222223,13.11111111111111,4.285714285714286,-3.4,-5.5,-1.625
2022-01-16,-14.142857142857142,3.8,-3.25,-15.4,-13.5,1.2
2022-01-17,0.4444444444444444,13.222222222222221,-6.0,1.3333333333333333,-13.666666666666666,-1.1111111111111112
2022-01-18,-3.7777777777777777,9.666666666666666,-12.166666666666666,-6.0,-14.666666666666666,-1.4444444444444444
2022-01-19,-0.6666666666666666,12.0,-15.666666666666666,-0.8,-13.8,-0.6666666666666666
2022-01-20,0.5555555555555556,11.375,-9.5,-0.2,-11.0,-1.1111111111111112
2022-01-21,-1.2222222222222223,12.11111111111111,-6.571428571428571,-5.6,-8.0,0.4444444444444444
2022-01-22,-1.5,13.777777777777779,6.0,-8.8,-2.9285714285714284,-1.375
2022-01-23,-12.0,6.8,-5.375,-18.6,-10.928571428571429,0.6
2022-01-24,5.0,13.11111111111111,-5.333333333333333,0.0,-8.733333333333333,-0.7777777777777778
2022-01-25,5.555555555555555,18.5,-6.166666666666667,-6.0,-9.333333333333334,-1.8888888888888888
2022-01-26,6.555555555555555,21.875,-4.833333333333333,-0.2,-9.733333333333333,-2.3333333333333335
2022-01-27,5.444444444444445,20.125,-6.5,-0.6,-8.066666666666666,-2.2222222222222223
2022-01-28,2.2222222222222223,16.22222222222222,-6.666666666666667,-5.6,-5.4,-1.4444444444444444
2022-01-29,2.625,19.0,11.857142857142858,-9.4,-1.6428571428571428,-3.25
2022-01-30,-6.142857142857143,13.2,-3.2857142857142856,-18.8,-10.153846153846153,-0.2
2022-01-31,5.333333333333333,14.666666666666666,-8.666666666666666,4.833333333333333,-6.666666666666667,-1.6666666666666667
2022-02-01,1.0,14.666666666666666,-12.0,0.3333333333333333,-8.333333333333334,-1.1111111111111112
2022-02-02,3.0,18.625,-8.666666666666666,-0.2,-6.533333333333333,-1.5555555555555556
2022-02-03,2.888888888888889,16.125,-6.166666666666667,-1.8,-4.4,-2.2222222222222223
2022-02-04,0.7777777777777778,15.222222222222221,-9.5,-6.2,-2.2,-1.1111111111111112
2022-02-05,-0.125,16.88888888888889,11.571428571428571,-7.4,0.0,-3.5
2022-02-06,-7.571428571428571,7.2,-4.857142857142857,-19.0,-7.928571428571429,-0.2
2022-02-07,5.0,15.11111111111111,-3.5,1.3333333333333333,-3.2666666666666666,-2.2222222222222223
2022-02-08,2.6666666666666665,14.444444444444445,-10.5,-5.8,-4.466666666666667,-3.0
2022-02-09,4.222222222222222,17.625,-7.0,2.4,-4.533333333333333,-2.4444444444444446
2022-02-10,3.888888888888889,14.777777777777779,-5.5,3.2,-3.6,-2.6666666666666665
2022-02-11,2.0,15.555555555555555,7.714285714285714,-0.6,-0.26666666666666666,-1.5555555555555556
2022-02-12,3.625,18.333333333333332,13.0,-3.0,1.2857142857142858,-3.125
2022-02-13,-3.142857142857143,14.4,2.5714285714285716,-13.4,-4.6923076923076925,-1.0
2022-02-14,14.375,24.0,5.333333333333333,6.5,-0.3333333333333333,-4.9
2022-02-15,4.0,14.777777777777779,-3.8333333333333335,-3.8,-2.1333333333333333,-3.2222222222222223
2022-02-16,4.777777777777778,18.875,-5.166666666666667,3.8,-3.3333333333333335,-2.6666666666666665
2022-02-17,4.111111111111111,16.5,-3.6666666666666665,2.4,-0.9333333333333333,-3.3333333333333335
2022-02-18,3.2222222222222223,16.555555555555557,-5.166666666666667,-1.4,1.8666666666666667,-2.6666666666666665
2022-02-19,2.25,15.666666666666666,15.142857142857142,-3.6,1.7857142857142858,-1.75
2022-02-20,-5.714285714285714,8.8,0.0,-13.6,-4.571428571428571,-0.6
2022-02-21,6.333333333333333,14.555555555555555,-5.5,5.166666666666667,0.2,-1.6666666666666667
2022-02-22,4.888888888888889,17.25,-3.0,-3.0,0.4666666666666667,-2.4444444444444446
2022-02-23,9.444444444444445,23.125,-2.0,3.8,0.4666666666666667,-1.0
2022-02-24,11.444444444444445,27.625,1.5,5.8,2.533333333333333,-0.8888888888888888
2022-02-25,8.0,22.77777777777778,-0.8333333333333334,2.4,3.533333333333333,0.6666666666666666
2022-02-26,6.875,24.333333333333332,20.142857142857142,0.4,4.214285714285714,-0.625
2022-02-27,-0.14285714285714285,17.0,5.0,-13.8,-0.07692307692307693,0.6
2022-02-28,12.666666666666666,21.75,5.5,7.833333333333333,2.0,0.2222222222222222
2022-03-01,18.22222222222222,38.25,5.666666666666667,3.8,1.2,-0.1111111111111111
2022-03-02,-29.22222222222222,-45.5,-21.666666666666668,-27.666666666666668,-59.8,17.375
2022-03-03,13.333333333333334,27.25,3.3333333333333335,2.0,-6.933333333333334,3.2222222222222223
2022-03-04,7.111111111111111,22.0,-1.5,-3.0,-6.466666666666667,8.555555555555555
2022-03-05,6.25,23.0,18.0,0.6,9.071428571428571,3.857142857142857
2022-03-06,-5.285714285714286,11.2,-1.1428571428571428,-14.2,1.6428571428571428,5.0
2022-03-07,8.777777777777779,18.25,2.5,6.666666666666667,7.4,4.888888888888889
2022-03-08,7.0,20.0,2.0,1.2,8.0,6.666666666666667
2022-03-09,10.444444444444445,21.75,1.1666666666666667,8.0,9.866666666666667,7.444444444444445
2022-03-10,8.88888888888889,18.875,5.166666666666667,6.4,11.133333333333333,8.88888888888889
2022-03-11,4.555555555555555,18.666666666666668,-1.5,3.2,13.866666666666667,11.11111111111111
2022-03-12,4.75,19.666666666666668,15.571428571428571,3.0,12.285714285714286,9.571428571428571
2022-03-13,0.8571428571428571,14.8,10.714285714285714,-10.0,9.615384615384615,8.6
2022-03-14,10.0,13.125,3.1666666666666665,6.666666666666667,11.533333333333333,11.444444444444445
2022-03-15,9.555555555555555,19.625,7.0,10.666666666666666,11.666666666666666,10.666666666666666
2022-03-16,10.11111111111111,21.25,4.333333333333333,9.4,11.4,10.0
2022-03-17,6.444444444444445,17.625,2.0,9.2,11.533333333333333,10.666666666666666
2022-03-18,5.777777777777778,20.555555555555557,-0.16666666666666666,2.4,14.0,10.666666666666666
2022-03-19,2.375,18.77777777777778,13.857142857142858,2.4,10.428571428571429,10.428571428571429
2022-03-20,0.42857142857142855,13.6,6.0,-8.2,11.692307692307692,8.4
2022-03-21,7.0,15.625,1.6666666666666667,8.833333333333334,12.6,11.11111111111111
2022-03-22,11.0,22.375,1.3333333333333333,5.0,12.2,10.333333333333334
2022-03-23,13.11111111111111,27.25,0.3333333333333333,11.6,12.333333333333334,9.444444444444445
2022-03-24,13.555555555555555,23.0,3.5,8.8,10.8,9.88888888888889
2022-03-25,11.555555555555555,27.444444444444443,1.0,5.0,15.0,9.555555555555555
2022-03-26,10.25,27.444444444444443,21.714285714285715,5.2,11.214285714285714,7.714285714285714
2022-03-27,9.571428571428571,24.8,9.857142857142858,-7.2,8.5,7.6
2022-03-28,12.625,23.5,3.1666666666666665,9.166666666666666,13.6,9.666666666666666
2022-03-29,12.444444444444445,23.875,3.1666666666666665,10.333333333333334,12.733333333333333,9.444444444444445
2022-03-30,11.444444444444445,23.375,-3.0,8.8,11.666666666666666,10.11111111111111
2022-03-31,13.0,23.0,4.5,7.6,14.0,9.11111111111111
2022-04-01,8.777777777777779,22.555555555555557,-0.6666666666666666,-3.4,18.0,9.444444444444445
2022-04-02,6.125,20.88888888888889,16.0,-5.8,12.071428571428571,8.571428571428571
2022-04-03,5.571428571428571,19.4,10.285714285714286,-19.0,11.23076923076923,7.0
2022-04-04,9.0,18.25,5.5,1.6666666666666667,13.733333333333333,9.666666666666666
2022-04-05,10.555555555555555,18.75,2.0,1.3333333333333333,12.266666666666667,9.11111111111111
2022-04-06,10.777777777777779,22.125,2.3333333333333335,-1.2,11.733333333333333,9.444444444444445
2022-04-07,12.88888888888889,21.625,5.166666666666667,0.6,13.0,9.11111111111111
2022-04-08,8.666666666666666,21.555555555555557,-1.6666666666666667,-5.2,15.333333333333334,9.88888888888889
2022-04-09,6.25,18.88888888888889,13.142857142857142,-7.8,10.571428571428571,8.571428571428571
2022-04-10,2.4285714285714284,16.2,6.428571428571429,-19.8,8.846153846153847,7.8
2022-04-11,11.25,18.875,4.0,2.3333333333333335,12.4,10.0
2022-04-12,12.333333333333334,22.375,2.6666666666666665,-2.0,10.466666666666667,9.666666666666666
2022-04-13,17.0,32.5,3.8333333333333335,1.6,7.666666666666667,9.11111111111111
2022-04-14,26.333333333333332,49.857142857142854,12.333333333333334,8.2,-5.266666666666667,9.555555555555555
2022-04-15,-40.18181818181818,-60.5,-16.857142857142858,-39.333333333333336,-59.266666666666666,32.25
2022-04-16,5.875,26.666666666666668,21.571428571428573,-8.4,5.571428571428571,9.0
2022-04-17,8.428571428571429,14.6,18.285714285714285,-18.8,4.923076923076923,6.2
2022-04-18,-24.666666666666668,-53.25,-12.0,-35.0,-62.13333333333333,28.25
2022-04-19,11.555555555555555,18.5,-6.833333333333333,-6.6,-10.2,12.444444444444445
2022-04-20,15.555555555555555,25.125,-3.1666666666666665,-0.2,-7.8,12.777777777777779
2022-04-21,11.666666666666666,21.375,-3.5,-1.6,-5.333333333333333,12.666666666666666
2022-04-22,8.666666666666666,24.333333333333332,-8.833333333333334,-1.6,-3.2666666666666666,14.11111111111111
2022-04-23,8.875,26.77777777777778,9.285714285714286,1.8,9.428571428571429,9.0
2022-04-24,4.714285714285714,23.2,1.1428571428571428,-9.8,8.846153846153847,8.4
2022-04-25,17.333333333333332,26.125,3.1666666666666665,6.833333333333333,10.933333333333334,10.88888888888889
2022-04-26,14.666666666666666,27.75,3.6666666666666665,3.4,11.4,9.88888888888889
2022-04-27,14.88888888888889,28.875,-0.5,13.4,9.066666666666666,10.666666666666666
2022-04-28,13.444444444444445,27.125,-0.3333333333333333,13.6,10.866666666666667,9.88888888888889
2022-04-29,11.333333333333334,27.88888888888889,-2.1666666666666665,9.0,14.8,9.88888888888889
2022-04-30,11.375,29.555555555555557,18.142857142857142,11.4,12.071428571428571,8.142857142857142
2022-05-01,7.428571428571429,24.6,6.714285714285714,-5.6,13.076923076923077,7.4
2022-05-02,11.875,24.125,-1.5,8.666666666666666,12.0,10.444444444444445
2022-05-03,15.88888888888889,33.125,-0.8333333333333334,11.0,13.0,9.333333333333334
2022-05-04,15.333333333333334,28.25,-3.0,13.0,8.933333333333334,10.11111111111111
2022-05-05,11.777777777777779,26.5,-0.8333333333333334,11.4,10.8,9.666666666666666
2022-05-06,8.555555555555555,28.444444444444443,-3.5,5.8,13.266666666666667,10.444444444444445
2022-05-07,9.5,30.88888888888889,12.142857142857142,6.8,10.642857142857142,8.0
2022-05-08,25.166666666666668,32.8,23.285714285714285,-2.8,12.307692307692308,5.6
2022-05-09,11.88888888888889,21.25,2.0,12.166666666666666,11.066666666666666,10.11111111111111
2022-05-10,10.333333333333334,23.0,-0.6666666666666666,3.8,9.933333333333334,10.222222222222221
2022-05-11,10.666666666666666,25.0,-3.1666666666666665,9.8,4.533333333333333,11.555555555555555
2022-05-12,6.666666666666667,18.0,-9.166666666666666,-4.8,6.8,11.777777777777779
2022-05-13,4.333333333333333,20.333333333333332,-13.833333333333334,10.0,10.6,11.666666666666666
